policy,age,cancel_date,make,pol_from,pol_to,state
POL000001276,45,,Volkswagen,2016-05-13,2017-05-12,VIC
POL000001277,88,,Mazda,2017-02-13,2018-02-12,VIC
POL000001278,42,,Ford,2016-05-20,2017-05-19,VIC
POL000001279,73,,Subaru,2016-12-31,2017-12-30,VIC
POL000001280,32,,Hyundai,2017-01-27,2018-01-26,VIC
POL000001281,22,,Hyundai,2016-04-25,2017-04-24,VIC
POL000001282,45,,Ford,2016-09-08,2017-09-07,VIC
POL000001283,99,2015-10-14,Honda,2016-05-30,2017-05-29,VIC
POL000001284,21,,Volkswagen,2016-10-30,2017-10-29,VIC
POL000001285,41,,Hyundai,2016-07-26,2017-07-25,VIC
POL000001286,26,,Hyundai,2016-12-25,2017-12-24,VIC
POL000001287,89,2016-06-16,Hyundai,2017-04-01,2018-03-31,VIC
POL000001288,78,,Volkswagen,2017-01-24,2018-01-23,VIC
POL000001289,95,,Mazda,2016-08-14,2017-08-13,VIC
POL000001290,97,,Nissan,2016-07-28,2017-07-27,VIC
POL000001291,75,,Mazda,2016-09-08,2017-09-07,VIC
POL000001292,64,,Toyota,2016-06-16,2017-06-15,VIC
POL000001293,81,,Volkswagen,2016-12-18,2017-12-17,VIC
POL000001294,54,,Nissan,2017-02-16,2018-02-15,VIC
POL000001295,45,,Mitsubishi,2016-06-14,2017-06-13,VIC
POL000001296,61,,Volkswagen,2016-09-04,2017-09-03,VIC
POL000001297,82,,Nissan,2017-04-02,2018-04-01,VIC
POL000001298,67,,Volkswagen,2017-01-08,2018-01-07,VIC
POL000001299,68,,Honda,2016-12-29,2017-12-28,VIC
POL000001300,67,2016-05-16,Honda,2016-09-08,2017-09-07,VIC
POL000001301,85,,Toyota,2016-04-12,2017-04-11,VIC
POL000001302,46,,Ford,2017-01-18,2018-01-17,VIC
POL000001303,22,,Subaru,2017-02-12,2018-02-11,VIC
POL000001304,24,,Nissan,2016-11-03,2017-11-02,VIC
POL000001305,96,,Nissan,2016-08-30,2017-08-29,VIC
POL000001306,78,,Subaru,2016-08-31,2017-08-30,VIC
POL000001307,84,,Holden,2016-09-01,2017-08-31,VIC
POL000001308,77,,Volkswagen,2016-06-25,2017-06-24,VIC
POL000001309,81,,Ford,2016-08-15,2017-08-14,VIC
POL000001310,73,2016-02-07,Mazda,2016-09-10,2017-09-09,VIC
POL000001311,27,,Ford,2017-01-17,2018-01-16,VIC
POL000001312,76,,Mitsubishi,2017-02-11,2018-02-10,VIC
POL000001313,46,2016-01-06,Ford,2016-08-06,2017-08-05,VIC
POL000001314,80,2016-11-30,Subaru,2017-03-08,2018-03-07,VIC
POL000001315,42,,Hyundai,2016-11-22,2017-11-21,VIC
POL000001316,61,2016-07-22,Holden,2016-09-20,2017-09-19,VIC
POL000001317,35,,Hyundai,2016-05-18,2017-05-17,VIC
POL000001318,62,2015-08-31,Toyota,2016-04-17,2017-04-16,VIC
POL000001319,58,,Mitsubishi,2016-08-16,2017-08-15,VIC
POL000001320,83,,Ford,2017-01-14,2018-01-13,VIC
POL000001321,84,2016-03-13,Toyota,2016-10-03,2017-10-02,VIC
POL000001322,73,,Honda,2016-12-28,2017-12-27,VIC
POL000001323,67,,Ford,2016-11-04,2017-11-03,VIC
POL000001324,57,,Mazda,2016-12-17,2017-12-16,VIC
POL000001325,67,,Hyundai,2016-07-02,2017-07-01,VIC
POL000001326,19,,Ford,2016-04-22,2017-04-21,VIC
POL000001327,68,,Nissan,2017-01-22,2018-01-21,VIC
POL000001328,71,,Hyundai,2016-10-23,2017-10-22,VIC
POL000001329,70,,Volkswagen,2016-09-17,2017-09-16,VIC
POL000001330,38,,Honda,2017-02-04,2018-02-03,VIC
POL000001331,72,,Nissan,2016-09-07,2017-09-06,VIC
POL000001332,50,,Toyota,2017-01-07,2018-01-06,VIC
POL000001333,87,2016-04-26,Mitsubishi,2016-11-16,2017-11-15,VIC
POL000001334,73,,Honda,2016-06-03,2017-06-02,VIC
POL000001335,78,,Ford,2017-04-05,2018-04-04,VIC
POL000001336,97,,Subaru,2016-07-23,2017-07-22,VIC
POL000001337,86,,Volkswagen,2016-04-06,2017-04-05,VIC
POL000001338,30,,Mitsubishi,2016-04-13,2017-04-12,VIC
POL000001339,20,,Holden,2017-02-02,2018-02-01,VIC
POL000001340,20,,Honda,2017-01-12,2018-01-11,VIC
POL000001341,30,,Honda,2016-11-03,2017-11-02,VIC
POL000001342,83,,Toyota,2017-04-05,2018-04-04,VIC
POL000001343,79,,Subaru,2016-06-07,2017-06-06,VIC
POL000001344,54,,Toyota,2016-06-03,2017-06-02,VIC
POL000001345,85,2016-07-15,Ford,2016-11-25,2017-11-24,VIC
POL000001346,97,,Holden,2017-04-02,2018-04-01,VIC
POL000001347,41,2016-09-14,Hyundai,2016-09-21,2017-09-20,VIC
POL000001348,41,,Hyundai,2017-01-22,2018-01-21,VIC
POL000001349,20,,Mitsubishi,2017-03-31,2018-03-30,VIC
POL000001350,68,,Hyundai,2016-08-15,2017-08-14,VIC
POL000001351,37,,Toyota,2017-02-11,2018-02-10,VIC
POL000001352,71,,Nissan,2016-05-22,2017-05-21,VIC
POL000001353,73,,Hyundai,2016-08-02,2017-08-01,VIC
POL000001354,36,,Volkswagen,2016-06-09,2017-06-08,VIC
POL000001355,38,,Volkswagen,2016-07-09,2017-07-08,VIC
POL000001356,27,,Nissan,2016-09-22,2017-09-21,VIC
POL000001357,91,,Ford,2016-12-27,2017-12-26,VIC
POL000001358,93,,Ford,2017-04-01,2018-03-31,VIC
POL000001359,38,,Honda,2016-08-26,2017-08-25,VIC
POL000001360,61,,Honda,2017-01-04,2018-01-03,VIC
POL000001361,85,,Hyundai,2016-10-04,2017-10-03,VIC
POL000001362,50,,Holden,2016-05-27,2017-05-26,VIC
POL000001363,88,,Toyota,2016-08-20,2017-08-19,VIC
POL000001364,80,2016-04-02,Subaru,2017-01-14,2018-01-13,VIC
POL000001365,84,,Nissan,2016-08-02,2017-08-01,VIC
POL000001366,78,,Subaru,2017-01-23,2018-01-22,VIC
POL000001367,22,,Mazda,2017-03-27,2018-03-26,VIC
POL000001368,88,,Volkswagen,2017-03-07,2018-03-06,VIC
POL000001369,42,2016-04-13,Mazda,2016-05-31,2017-05-30,VIC
POL000001370,73,2016-06-30,Toyota,2017-03-10,2018-03-09,VIC
POL000001371,84,,Hyundai,2016-05-14,2017-05-13,VIC
POL000001372,60,,Mazda,2016-12-28,2017-12-27,VIC
POL000001373,79,,Mitsubishi,2016-08-22,2017-08-21,VIC
POL000001374,97,,Honda,2016-06-14,2017-06-13,VIC
POL000001375,51,2014-06-15,Honda,2016-05-16,2017-05-15,VIC
POL000001376,20,2014-11-23,Mitsubishi,2016-07-12,2017-07-11,VIC
POL000001377,56,,Subaru,2016-09-05,2017-09-04,VIC
POL000001378,93,,Volkswagen,2016-11-29,2017-11-28,VIC
POL000001379,59,,Subaru,2016-07-29,2017-07-28,VIC
POL000001380,43,,Toyota,2016-04-13,2017-04-12,VIC
POL000001381,27,,Mitsubishi,2017-03-20,2018-03-19,VIC
POL000001382,26,,Mitsubishi,2016-04-13,2017-04-12,VIC
POL000001383,69,,Hyundai,2016-07-21,2017-07-20,VIC
POL000001384,26,,Toyota,2016-05-07,2017-05-06,VIC
POL000001385,76,,Ford,2017-04-04,2018-04-03,VIC
POL000001386,39,,Ford,2017-02-28,2018-02-27,QLD
POL000001387,88,,Hyundai,2016-10-22,2017-10-21,QLD
POL000001388,98,,Ford,2017-04-03,2018-04-02,QLD
POL000001389,40,,Honda,2016-11-19,2017-11-18,QLD
POL000001390,22,,Ford,2016-09-15,2017-09-14,QLD
POL000001391,29,,Mazda,2017-03-03,2018-03-02,QLD
POL000001392,88,,Ford,2016-11-30,2017-11-29,QLD
POL000001393,44,,Holden,2016-04-22,2017-04-21,QLD
POL000001394,60,,Mazda,2016-06-25,2017-06-24,QLD
POL000001395,97,,Volkswagen,2016-10-30,2017-10-29,QLD
POL000001396,58,2016-05-04,Mazda,2016-05-20,2017-05-19,QLD
POL000001397,99,,Ford,2016-11-17,2017-11-16,QLD
POL000001398,70,,Nissan,2016-07-31,2017-07-30,QLD
POL000001399,92,,Mazda,2017-01-12,2018-01-11,QLD
POL000001400,81,,Toyota,2016-09-16,2017-09-15,QLD
POL000001401,21,,Hyundai,2016-06-24,2017-06-23,QLD
POL000001402,44,,Hyundai,2017-02-18,2018-02-17,QLD
POL000001403,85,,Holden,2016-12-14,2017-12-13,QLD
POL000001404,38,,Mazda,2017-03-16,2018-03-15,QLD
POL000001405,27,,Mazda,2016-09-04,2017-09-03,QLD
POL000001406,29,,Subaru,2016-06-20,2017-06-19,QLD
POL000001407,49,,Subaru,2016-07-08,2017-07-07,QLD
POL000001408,35,,Hyundai,2016-08-02,2017-08-01,QLD
POL000001409,33,,Hyundai,2016-05-26,2017-05-25,QLD
POL000001410,77,,Subaru,2016-08-25,2017-08-24,QLD
POL000001411,80,,Subaru,2017-03-18,2018-03-17,QLD
POL000001412,95,2015-09-24,Hyundai,2016-07-23,2017-07-22,QLD
POL000001413,68,,Nissan,2017-03-29,2018-03-28,QLD
POL000001414,61,,Subaru,2016-11-17,2017-11-16,QLD
POL000001415,73,2015-06-02,Volkswagen,2016-05-19,2017-05-18,QLD
POL000001416,88,2016-08-04,Hyundai,2016-09-14,2017-09-13,QLD
POL000001417,87,,Mitsubishi,2016-09-20,2017-09-19,QLD
POL000001418,36,,Nissan,2017-03-16,2018-03-15,QLD
POL000001419,35,,Nissan,2016-05-03,2017-05-02,QLD
POL000001420,48,,Toyota,2017-01-03,2018-01-02,QLD
POL000001421,21,,Toyota,2016-10-12,2017-10-11,QLD
POL000001422,60,,Mazda,2016-08-24,2017-08-23,QLD
POL000001423,97,,Ford,2016-11-18,2017-11-17,QLD
POL000001424,73,,Subaru,2016-07-13,2017-07-12,QLD
POL000001425,72,,Hyundai,2016-05-20,2017-05-19,QLD
POL000001426,65,,Holden,2017-02-13,2018-02-12,QLD
POL000001427,81,,Volkswagen,2016-05-02,2017-05-01,QLD
POL000001428,91,,Subaru,2016-09-03,2017-09-02,QLD
POL000001429,79,,Toyota,2016-07-16,2017-07-15,QLD
POL000001430,69,,Ford,2017-01-08,2018-01-07,QLD
POL000001431,25,,Honda,2017-03-08,2018-03-07,QLD
POL000001432,85,,Honda,2016-09-20,2017-09-19,QLD
POL000001433,54,,Hyundai,2016-06-16,2017-06-15,QLD
POL000001434,97,2016-09-24,Holden,2017-02-06,2018-02-05,QLD
POL000001435,55,,Holden,2016-05-25,2017-05-24,QLD
POL000001436,30,,Honda,2016-04-08,2017-04-07,QLD
POL000001437,46,,Subaru,2017-03-30,2018-03-29,QLD
POL000001438,36,,Honda,2016-04-10,2017-04-09,QLD
POL000001439,95,,Toyota,2016-07-01,2017-06-30,QLD
POL000001440,43,,Toyota,2016-11-02,2017-11-01,QLD
POL000001441,63,,Hyundai,2016-11-07,2017-11-06,QLD
POL000001442,51,,Toyota,2016-11-16,2017-11-15,QLD
POL000001443,62,,Nissan,2016-06-09,2017-06-08,QLD
POL000001444,26,,Subaru,2016-07-22,2017-07-21,QLD
POL000001445,82,2016-04-04,Ford,2016-06-23,2017-06-22,QLD
POL000001446,66,2016-03-14,Volkswagen,2017-01-03,2018-01-02,QLD
POL000001447,51,,Honda,2016-12-18,2017-12-17,QLD
POL000001448,53,,Toyota,2017-03-22,2018-03-21,QLD
POL000001449,29,,Mitsubishi,2017-01-03,2018-01-02,QLD
POL000001450,55,,Subaru,2016-10-25,2017-10-24,QLD
POL000001451,47,,Subaru,2017-03-27,2018-03-26,QLD
POL000001452,81,,Nissan,2016-06-07,2017-06-06,QLD
POL000001453,69,,Ford,2017-01-26,2018-01-25,QLD
POL000001454,46,,Honda,2016-05-22,2017-05-21,QLD
POL000001455,50,,Ford,2017-01-19,2018-01-18,QLD
POL000001456,45,,Toyota,2017-02-21,2018-02-20,QLD
POL000001457,90,2016-05-29,Volkswagen,2016-09-14,2017-09-13,QLD
POL000001458,35,,Mazda,2016-07-01,2017-06-30,QLD
POL000001459,72,,Toyota,2017-02-16,2018-02-15,QLD
POL000001460,82,,Mazda,2016-08-05,2017-08-04,QLD
POL000001461,42,,Subaru,2016-08-12,2017-08-11,QLD
POL000001462,86,,Mazda,2017-02-02,2018-02-01,QLD
POL000001463,30,,Mitsubishi,2017-02-26,2018-02-25,QLD
POL000001464,71,,Subaru,2016-09-13,2017-09-12,QLD
POL000001465,43,,Holden,2017-01-09,2018-01-08,QLD
POL000001466,67,,Mazda,2017-02-10,2018-02-09,QLD
POL000001467,20,,Mitsubishi,2017-04-05,2018-04-04,QLD
POL000001468,52,,Holden,2016-12-24,2017-12-23,QLD
POL000001469,82,,Toyota,2016-04-26,2017-04-25,QLD
POL000001470,38,,Mazda,2016-12-15,2017-12-14,QLD
POL000001471,82,,Toyota,2017-03-05,2018-03-04,QLD
POL000001472,57,,Volkswagen,2016-10-16,2017-10-15,QLD
POL000001473,54,,Nissan,2016-07-01,2017-06-30,QLD
POL000001474,92,2015-06-08,Volkswagen,2016-05-27,2017-05-26,QLD
POL000001475,56,,Subaru,2016-06-10,2017-06-09,QLD
POL000001476,32,,Subaru,2016-10-16,2017-10-15,QLD
POL000001477,42,,Mazda,2016-05-22,2017-05-21,QLD
POL000001478,36,,Toyota,2016-05-16,2017-05-15,QLD
POL000001479,60,,Honda,2017-03-08,2018-03-07,QLD
POL000001480,25,,Nissan,2016-05-16,2017-05-15,QLD
POL000001481,77,,Toyota,2017-03-22,2018-03-21,QLD
POL000001482,64,2016-04-12,Subaru,2016-04-27,2017-04-26,QLD
POL000001483,24,,Toyota,2016-12-03,2017-12-02,QLD
POL000001484,51,,Holden,2016-07-15,2017-07-14,QLD
POL000001485,47,,Volkswagen,2016-10-12,2017-10-11,QLD
POL000001486,38,,Volkswagen,2016-10-31,2017-10-30,QLD
POL000001487,75,,Hyundai,2017-03-21,2018-03-20,QLD
POL000001488,89,,Hyundai,2017-01-05,2018-01-04,QLD
POL000001489,42,,Hyundai,2017-02-19,2018-02-18,QLD
POL000001490,38,,Hyundai,2016-06-24,2017-06-23,QLD
POL000001491,62,2016-07-24,Nissan,2016-09-18,2017-09-17,QLD
POL000001492,95,,Volkswagen,2017-03-30,2018-03-29,QLD
POL000001493,81,,Mazda,2016-10-30,2017-10-29,QLD
POL000001494,30,,Mazda,2016-10-05,2017-10-04,QLD
POL000001495,90,,Nissan,2017-02-08,2018-02-07,QLD
POL000001496,60,,Mitsubishi,2017-02-02,2018-02-01,QLD
POL000001497,53,,Nissan,2017-03-30,2018-03-29,QLD
POL000001498,61,,Toyota,2016-11-15,2017-11-14,QLD
POL000001499,20,,Toyota,2017-02-09,2018-02-08,QLD
POL000001500,62,,Ford,2016-06-22,2017-06-21,QLD
POL000001501,72,,Holden,2017-02-25,2018-02-24,QLD
POL000001502,48,,Toyota,2016-05-26,2017-05-25,QLD
POL000001503,88,,Toyota,2017-02-05,2018-02-04,QLD
POL000001504,57,,Ford,2016-11-20,2017-11-19,QLD
POL000001505,81,,Honda,2017-02-08,2018-02-07,QLD
POL000001506,27,,Holden,2016-08-06,2017-08-05,QLD
POL000001507,52,,Hyundai,2017-03-01,2018-02-28,QLD
POL000001508,79,2016-10-02,Toyota,2016-10-17,2017-10-16,QLD
POL000001509,62,,Ford,2016-09-12,2017-09-11,QLD
POL000001510,55,,Mitsubishi,2017-03-20,2018-03-19,QLD
POL000001511,33,,Volkswagen,2016-09-13,2017-09-12,QLD
POL000001512,24,,Honda,2016-12-21,2017-12-20,QLD
POL000001513,51,,Mazda,2016-07-13,2017-07-12,QLD
POL000001514,42,,Toyota,2017-02-10,2018-02-09,QLD
POL000001515,42,,Hyundai,2017-03-28,2018-03-27,QLD
POL000001516,24,,Ford,2016-12-03,2017-12-02,QLD
POL000001517,72,,Ford,2016-08-10,2017-08-09,QLD
POL000001518,48,,Volkswagen,2016-11-25,2017-11-24,QLD
POL000001519,28,,Volkswagen,2016-05-31,2017-05-30,QLD
POL000001520,64,,Holden,2016-11-20,2017-11-19,QLD
POL000001521,55,,Mazda,2016-08-14,2017-08-13,QLD
POL000001522,84,,Mazda,2016-09-04,2017-09-03,QLD
POL000001523,82,,Subaru,2017-01-02,2018-01-01,QLD
POL000001524,25,,Subaru,2016-10-21,2017-10-20,QLD
POL000001525,76,2016-12-23,Subaru,2017-02-17,2018-02-16,QLD
POL000001526,86,2016-01-01,Nissan,2016-06-02,2017-06-01,QLD
POL000001527,50,2016-10-07,Nissan,2017-03-16,2018-03-15,QLD
POL000001528,73,,Nissan,2016-06-24,2017-06-23,QLD
POL000001529,63,,Hyundai,2016-07-27,2017-07-26,QLD
POL000001530,79,,Mitsubishi,2017-02-05,2018-02-04,QLD
POL000001531,88,,Ford,2016-10-14,2017-10-13,QLD
POL000001532,56,,Nissan,2016-10-17,2017-10-16,QLD
POL000001533,41,,Toyota,2016-09-20,2017-09-19,QLD
POL000001534,91,2015-09-19,Volkswagen,2016-08-20,2017-08-19,QLD
POL000001535,93,,Nissan,2017-02-22,2018-02-21,QLD
POL000001536,94,,Volkswagen,2016-09-03,2017-09-02,QLD
POL000001537,22,,Toyota,2016-12-07,2017-12-06,QLD
POL000001538,24,,Subaru,2016-06-25,2017-06-24,QLD
POL000001539,48,,Holden,2017-02-07,2018-02-06,QLD
POL000001540,55,2016-01-13,Nissan,2016-06-09,2017-06-08,QLD
POL000001541,46,,Hyundai,2016-11-18,2017-11-17,QLD
POL000001542,70,,Holden,2016-05-29,2017-05-28,QLD
POL000001543,71,,Subaru,2017-01-03,2018-01-02,QLD
POL000001544,46,,Volkswagen,2017-02-05,2018-02-04,QLD
POL000001545,69,,Honda,2017-02-07,2018-02-06,QLD
POL000001546,26,,Ford,2016-07-19,2017-07-18,QLD
POL000001547,93,,Toyota,2016-04-21,2017-04-20,QLD
POL000001548,39,,Nissan,2016-11-06,2017-11-05,QLD
POL000001549,50,,Toyota,2016-07-09,2017-07-08,QLD
POL000001550,55,,Ford,2016-11-18,2017-11-17,QLD
POL000001551,53,,Hyundai,2017-04-03,2018-04-02,QLD
POL000001552,64,,Honda,2016-10-05,2017-10-04,QLD
POL000001553,83,,Holden,2016-10-10,2017-10-09,QLD
POL000001554,62,2016-01-19,Toyota,2016-05-01,2017-04-30,QLD
POL000001555,80,,Nissan,2016-10-07,2017-10-06,QLD
POL000001556,46,,Volkswagen,2016-07-02,2017-07-01,QLD
POL000001557,55,2015-08-08,Hyundai,2016-07-22,2017-07-21,QLD
POL000001558,54,2016-09-15,Nissan,2016-12-28,2017-12-27,QLD
POL000001559,70,2016-11-01,Subaru,2016-12-19,2017-12-18,QLD
POL000001560,29,,Nissan,2016-10-13,2017-10-12,QLD
POL000001561,40,,Volkswagen,2016-09-01,2017-08-31,QLD
POL000001562,25,2016-03-04,Toyota,2016-11-09,2017-11-08,QLD
POL000001563,38,,Nissan,2017-03-28,2018-03-27,QLD
POL000001564,51,2016-05-29,Ford,2016-11-16,2017-11-15,QLD
POL000001565,35,,Volkswagen,2017-01-18,2018-01-17,QLD
POL000001566,59,,Subaru,2017-01-29,2018-01-28,QLD
POL000001567,78,,Hyundai,2017-02-10,2018-02-09,QLD
POL000001568,41,,Ford,2016-10-30,2017-10-29,QLD
POL000001569,57,,Nissan,2017-03-26,2018-03-25,QLD
POL000001570,70,,Toyota,2016-09-11,2017-09-10,QLD
POL000001571,66,,Mitsubishi,2017-02-11,2018-02-10,QLD
POL000001572,83,,Mazda,2016-10-24,2017-10-23,QLD
POL000001573,34,,Honda,2016-05-05,2017-05-04,QLD
POL000001574,59,,Ford,2016-12-27,2017-12-26,QLD
POL000001575,29,,Mazda,2016-09-26,2017-09-25,QLD
POL000001576,80,,Nissan,2016-09-06,2017-09-05,QLD
POL000001577,52,,Subaru,2017-02-06,2018-02-05,QLD
POL000001578,28,,Subaru,2016-11-16,2017-11-15,QLD
POL000001579,86,,Holden,2016-09-17,2017-09-16,QLD
POL000001580,33,,Mazda,2016-05-09,2017-05-08,QLD
POL000001581,33,,Mazda,2016-04-14,2017-04-13,QLD
POL000001582,74,,Volkswagen,2016-08-13,2017-08-12,QLD
POL000001583,80,2016-08-16,Subaru,2016-10-13,2017-10-12,QLD
POL000001584,52,2016-02-10,Toyota,2016-09-12,2017-09-11,QLD
POL000001585,89,,Ford,2017-02-11,2018-02-10,QLD
POL000001586,92,,Hyundai,2016-10-08,2017-10-07,QLD
POL000001587,50,,Mazda,2016-08-08,2017-08-07,QLD
POL000001588,81,,Mazda,2016-09-04,2017-09-03,QLD
POL000001589,70,,Ford,2016-08-01,2017-07-31,QLD
POL000001590,59,,Volkswagen,2016-04-12,2017-04-11,QLD
POL000001591,97,,Mitsubishi,2016-04-27,2017-04-26,QLD
POL000001592,35,,Toyota,2016-06-18,2017-06-17,QLD
POL000001593,67,,Hyundai,2016-09-30,2017-09-29,QLD
POL000001594,81,,Nissan,2016-12-12,2017-12-11,QLD
POL000001595,69,,Ford,2016-04-12,2017-04-11,QLD
POL000001596,20,,Ford,2017-02-11,2018-02-10,QLD
POL000001597,78,,Nissan,2016-06-28,2017-06-27,QLD
POL000001598,49,,Nissan,2017-02-14,2018-02-13,QLD
POL000001599,47,2016-01-15,Mazda,2016-08-24,2017-08-23,QLD
POL000001600,36,,Toyota,2016-05-21,2017-05-20,QLD
POL000001601,65,2015-10-26,Nissan,2016-08-20,2017-08-19,QLD
POL000001602,32,,Holden,2016-12-28,2017-12-27,QLD
POL000001603,75,2016-06-04,Volkswagen,2016-08-20,2017-08-19,QLD
POL000001604,24,,Honda,2017-01-14,2018-01-13,QLD
POL000001605,86,,Mazda,2016-06-01,2017-05-31,QLD
POL000001606,86,,Hyundai,2016-11-14,2017-11-13,QLD
POL000001607,46,,Mazda,2016-07-05,2017-07-04,QLD
POL000001608,81,2016-09-16,Subaru,2016-10-15,2017-10-14,QLD
POL000001609,85,,Hyundai,2016-08-01,2017-07-31,QLD
POL000001610,25,,Hyundai,2016-12-28,2017-12-27,QLD
POL000001611,21,2015-12-09,Mazda,2016-09-22,2017-09-21,QLD
POL000001612,47,,Ford,2017-01-04,2018-01-03,QLD
POL000001613,63,,Volkswagen,2016-11-13,2017-11-12,QLD
POL000001614,74,,Toyota,2017-02-01,2018-01-31,QLD
POL000001615,23,,Ford,2016-07-20,2017-07-19,QLD
POL000001616,77,2016-01-12,Nissan,2017-01-01,2017-12-31,QLD
POL000001617,73,,Nissan,2017-02-23,2018-02-22,QLD
POL000001618,53,,Toyota,2017-01-15,2018-01-14,QLD
POL000001619,31,,Ford,2016-10-19,2017-10-18,QLD
POL000001620,90,,Ford,2016-11-11,2017-11-10,QLD
POL000001621,98,,Toyota,2016-12-15,2017-12-14,QLD
POL000001622,93,,Ford,2016-06-24,2017-06-23,QLD
POL000001623,32,,Toyota,2016-06-11,2017-06-10,QLD
POL000001624,57,,Ford,2016-06-04,2017-06-03,QLD
POL000001625,33,,Nissan,2016-11-07,2017-11-06,QLD
POL000001626,21,,Subaru,2016-10-17,2017-10-16,QLD
POL000001627,48,,Ford,2016-08-04,2017-08-03,QLD
POL000001628,76,,Mazda,2016-12-25,2017-12-24,QLD
POL000001629,90,2015-10-01,Mitsubishi,2016-06-04,2017-06-03,QLD
POL000001630,44,,Mitsubishi,2016-10-13,2017-10-12,QLD
POL000001631,19,,Ford,2016-11-20,2017-11-19,QLD
POL000001632,62,,Volkswagen,2016-07-22,2017-07-21,QLD
POL000001633,27,,Toyota,2016-07-23,2017-07-22,QLD
POL000001634,89,,Subaru,2016-08-23,2017-08-22,QLD
POL000001635,67,2016-09-24,Hyundai,2016-11-14,2017-11-13,QLD
POL000001636,23,,Nissan,2016-09-04,2017-09-03,QLD
POL000001637,93,,Mazda,2017-03-13,2018-03-12,QLD
POL000001638,33,2016-03-08,Mazda,2016-06-25,2017-06-24,QLD
POL000001639,31,,Nissan,2017-03-31,2018-03-30,QLD
POL000001640,39,,Volkswagen,2016-08-12,2017-08-11,QLD
POL000001641,35,,Nissan,2016-11-30,2017-11-29,QLD
POL000001642,83,2016-04-12,Mazda,2016-09-21,2017-09-20,QLD
POL000001643,43,,Subaru,2016-10-10,2017-10-09,QLD
POL000001644,90,,Honda,2016-06-05,2017-06-04,QLD
POL000001645,64,,Subaru,2017-04-03,2018-04-02,QLD
POL000001646,25,,Hyundai,2016-11-10,2017-11-09,QLD
POL000001647,92,,Toyota,2016-05-08,2017-05-07,QLD
POL000001648,98,,Toyota,2017-03-18,2018-03-17,QLD
POL000001649,83,,Volkswagen,2016-04-20,2017-04-19,QLD
POL000001650,71,,Toyota,2016-09-06,2017-09-05,QLD
POL000001651,27,,Toyota,2016-10-30,2017-10-29,QLD
POL000001652,96,,Holden,2016-07-08,2017-07-07,QLD
POL000001653,40,,Nissan,2016-12-06,2017-12-05,QLD
POL000001654,98,,Nissan,2017-02-27,2018-02-26,QLD
POL000001655,29,,Volkswagen,2017-01-25,2018-01-24,QLD
POL000001656,40,,Hyundai,2016-04-21,2017-04-20,QLD
POL000001657,50,2016-10-09,Ford,2016-12-26,2017-12-25,QLD
POL000001658,53,,Holden,2016-10-05,2017-10-04,QLD
POL000001659,71,,Honda,2016-04-14,2017-04-13,QLD
POL000001660,40,,Mitsubishi,2016-05-22,2017-05-21,QLD
POL000001661,81,,Ford,2016-08-29,2017-08-28,QLD
POL000001662,82,,Volkswagen,2017-02-28,2018-02-27,QLD
POL000001663,89,,Mazda,2016-09-05,2017-09-04,QLD
POL000001664,90,,Mitsubishi,2016-09-12,2017-09-11,QLD
POL000001665,57,,Subaru,2016-06-14,2017-06-13,QLD
POL000001666,23,,Hyundai,2017-01-04,2018-01-03,QLD
POL000001667,86,,Mitsubishi,2016-05-01,2017-04-30,QLD
POL000001668,31,,Hyundai,2016-05-13,2017-05-12,QLD
POL000001669,57,,Ford,2016-06-27,2017-06-26,QLD
POL000001670,93,2015-07-17,Toyota,2016-05-31,2017-05-30,QLD
POL000001671,42,,Ford,2016-10-18,2017-10-17,QLD
POL000001672,27,,Holden,2016-09-17,2017-09-16,QLD
POL000001673,73,,Hyundai,2016-09-10,2017-09-09,QLD
POL000001674,81,,Holden,2016-07-19,2017-07-18,QLD
POL000001675,70,,Honda,2016-05-20,2017-05-19,QLD
POL000001676,55,,Honda,2016-04-08,2017-04-07,QLD
POL000001677,38,,Holden,2016-11-13,2017-11-12,QLD
POL000001678,31,,Honda,2016-12-28,2017-12-27,QLD
POL000001679,79,,Toyota,2016-07-31,2017-07-30,QLD
POL000001680,40,,Subaru,2016-11-23,2017-11-22,QLD
POL000001681,60,,Holden,2016-09-09,2017-09-08,QLD
POL000001682,75,,Honda,2017-04-03,2018-04-02,QLD
POL000001683,44,,Mitsubishi,2016-07-23,2017-07-22,QLD
POL000001684,49,,Mazda,2016-07-29,2017-07-28,QLD
POL000001685,34,,Ford,2016-09-30,2017-09-29,QLD
POL000001686,38,,Mazda,2016-09-12,2017-09-11,QLD
POL000001687,34,,Honda,2016-05-26,2017-05-25,QLD
POL000001688,25,,Volkswagen,2017-03-02,2018-03-01,QLD
POL000001689,41,,Hyundai,2017-01-18,2018-01-17,QLD
POL000001690,53,,Subaru,2016-07-31,2017-07-30,QLD
POL000001691,54,,Nissan,2016-08-27,2017-08-26,QLD
POL000001692,96,,Honda,2016-04-15,2017-04-14,QLD
POL000001693,35,,Mitsubishi,2016-10-15,2017-10-14,QLD
POL000001694,61,,Mazda,2016-10-31,2017-10-30,QLD
POL000001695,23,,Ford,2017-03-31,2018-03-30,QLD
POL000001696,47,2015-12-12,Mazda,2016-11-02,2017-11-01,QLD
POL000001697,77,,Ford,2016-10-21,2017-10-20,QLD
POL000001698,83,,Volkswagen,2016-08-30,2017-08-29,QLD
